X,Y,ID,Ottawa__Police_Division,Ottawa_Police_Sector,Report_Date,Incident_StartDate,Incident_EndDate,Weekday,Location_Type,Primary_Offence,ONS_Neighbourhood_2019,Bicycle_Status,Bicycle_Value,Bicycle_Make,Bicycle_Model,Bicycle_Type,Bicycle_Frame,Bicycle_Colour,Bicycle_Speed,X,Y,Census_Tract_Unique_ID,Census_Tract_Name,Object_ID,OBJECTID
368454.2729,5031858.951,3209,Central,24,9-Aug-15,9-Aug-15,9-Aug-15,1,,THEFT<BICYCLE,Sandy Hill,Stolen,482,GIANT,UNKNOWN,HYBRID,MEN'S,Grey,21,368454.2729,5031858.951,5050050,50,3209,3208
368528.8285,5031906.694,3210,Central,24,10-Aug-15,9-Aug-15,9-Aug-15,1,University /College/ Learning Centre,THEFT<BICYCLE,Sandy Hill,Stolen,500,GIANT,15 ESCAPE 3M,HYBRID,MEN'S,Grey,21,368528.8285,5031906.694,5050050,50,3210,3209
368227.7049,5032046.582,3211,Central,24,10-Aug-15,9-Aug-15,9-Aug-15,1,Other Non-commercial/ Corporate Places/ GOVT BLDG,THEFT<BICYCLE,Sandy Hill,Stolen,900,NORCO,VFR3,HYBRID,MEN'S,Grey,18,368227.7049,5032046.582,,,3211,3210
367921.7041,5032044.582,3212,Central,24,10-Aug-15,10-Aug-15,10-Aug-15,2,,THEFT<BICYCLE,Sandy Hill,Stolen,700,TRECK,MARLEN 5,MOUNTAIN,MEN'S,Yellow,21,367921.7041,5032044.582,5050054,54,3212,3211
368454.2729,5031858.951,3213,Central,24,10-Aug-15,10-Aug-15,10-Aug-15,2,,THEFT<BICYCLE,Sandy Hill,Stolen,500,NORCO,UNKNOWN,HYBRID,MEN'S,"Red, White",21,368454.2729,5031858.951,5050050,50,3213,3212
368946.8317,5031553.624,3214,Central,24,11-Aug-15,30-Jul-15,30-Jul-15,5,Commercial / Corporate Places,THEFT<BICYCLE,Sandy Hill,Found,749.99,TREK,7.3 FX,HYBRID,MEN'S,Black,27,368946.8317,5031553.624,5050050,50,3214,3213
369324.103,5032389.553,3215,Central,24,11-Aug-15,8-Aug-15,,7,Dwelling Building/ House,B&E W/INT IND OF,Sandy Hill,Stolen,3000,KINK,ROK,BMX,UNISEX,Blue,1,369324.103,5032389.553,5050052,52,3215,3214
368372.146,5031992.634,3216,Central,24,12-Aug-15,11-Aug-15,,3,Commercial Dwelling Unit,THEFT<BICYCLE,Sandy Hill,Stolen,,TREK,6 SERIES,MOUNTAIN,WOMEN'S,White,6,368372.146,5031992.634,5050050,50,3216,3215
368807.7071,5032076.581,3217,Central,24,13-Aug-15,13-Aug-15,,5,,THEFT<BICYCLE,Sandy Hill,Stolen,1000,KONA,BLAST,MOUNTAIN,WOMEN'S,Black,27,368807.7071,5032076.581,5050051,51,3217,3216
368877.7079,5032117.582,3218,Central,24,14-Aug-15,13-Aug-15,13-Aug-15,5,,THEFT<BICYCLE,Sandy Hill,Stolen,499,NORCO,HEART,HYBRID,MEN'S,Black,1,368877.7079,5032117.582,5050051,51,3218,3217
369188.011,5032306.371,3219,Central,24,15-Aug-15,3-Aug-15,3-Aug-15,2,Dwelling Building/ House,THEFT<BICYCLE,Sandy Hill,Stolen,1000,KONA,CALDERA 2011,MOUNTAIN,MEN'S,Dark Green ,27,369188.011,5032306.371,5050052,52,3219,3218
368946.8317,5031553.624,3220,Central,24,16-Aug-15,15-Aug-15,15-Aug-15,7,,THEFT<BICYCLE,Sandy Hill,Stolen,500,GIANT,ESCAPE 3,OTHER,UNISEX,Grey,21,368946.8317,5031553.624,5050050,50,3220,3219
368892.7071,5032363.584,3221,Central,24,17-Aug-15,13-Aug-15,14-Aug-15,5,,THEFT<BICYCLE,Sandy Hill,Stolen,400,NORCO,AVANTI,RACER,MEN'S,Brown,12,368892.7071,5032363.584,5050051,51,3221,3220
369178.7989,5031334.746,3222,Central,24,18-Aug-15,18-Aug-15,18-Aug-15,3,Hospital/ Clinic/ Medical Services/ Pharmacy,THEFT<BICYCLE,Sandy Hill,Stolen,500,GIANT,GIANT ESCAPE CI,REGULAR,MEN'S,Black,24,369178.7989,5031334.746,5050050,50,3222,3221
369178.7989,5031334.746,3223,Central,24,19-Aug-15,8-Aug-15,8-Aug-15,7,Commercial / Corporate Places,THEFT<BICYCLE,Sandy Hill,Stolen,200,WICKED,FUGITIVE,MOUNTAIN,MEN'S,"Silver, Aluminum, Stainless Steel",,369178.7989,5031334.746,5050050,50,3223,3222
367921.7041,5032044.582,3224,Central,24,22-Aug-15,20-Aug-15,20-Aug-15,5,,THEFT<BICYCLE,Sandy Hill,Stolen,1800,ROCKY MOUNTAIN,CROSSBIKE,TOURING,MEN'S,"Red, White",20,367921.7041,5032044.582,5050054,54,3224,3223
368185.7049,5032111.583,3225,Central,24,22-Aug-15,22-Aug-15,,7,Commercial Area /Shopping mall/ Cinema/Supermarket,THEFT<BICYCLE,Sandy Hill,Stolen,,CERVELO,51,REGULAR,WOMEN'S,,7,368185.7049,5032111.583,5050054,54,3225,3224
369065.7079,5031984.58,3226,Central,24,23-Aug-15,22-Aug-15,23-Aug-15,7,,THEFT<BICYCLE,Sandy Hill,Stolen,100,GARY FISHER,UNKNOWN,MOUNTAIN,MEN'S,Yellow,21,369065.7079,5031984.58,5050051,51,3226,3225
369407.7101,5031948.579,3227,Central,24,23-Aug-15,22-Aug-15,23-Aug-15,7,,THEFT<BICYCLE,Sandy Hill,Stolen,500,RALEIGH,SERENGETI,MOUNTAIN,MEN'S,"Purple, Lavender, Mauve",21,369407.7101,5031948.579,5050052,52,3227,3226
369407.7101,5031948.579,3228,Central,24,23-Aug-15,22-Aug-15,23-Aug-15,7,,THEFT<BICYCLE,Sandy Hill,Stolen,75,SUTEKI,MIXTE,OTHER,WOMEN'S,Red,5,369407.7101,5031948.579,5050052,52,3228,3227
368185.7049,5032111.583,3229,Central,24,24-Aug-15,24-Aug-15,24-Aug-15,2,Commercial Area /Shopping mall/ Cinema/Supermarket,THEFT<BICYCLE,Sandy Hill,Stolen,3000,MARIN,WOLF RIDGE,MOUNTAIN,MEN'S,Black,18,368185.7049,5032111.583,5050054,54,3229,3228
369511.711,5031780.578,3230,Central,24,24-Aug-15,22-Aug-15,23-Aug-15,7,,THEFT<BICYCLE,Sandy Hill,Stolen,750,BRODIE,GROOVE,MOUNTAIN,MEN'S,Black,24,369511.711,5031780.578,5050051,51,3230,3229
369407.7101,5031948.579,3231,Central,24,25-Aug-15,21-Aug-15,24-Aug-15,6,,THEFT<BICYCLE,Sandy Hill,Stolen,800,RALEIGH,UNKNOWN,MOUNTAIN,WOMEN'S,"Silver, Aluminum, Stainless Steel, Red",6,369407.7101,5031948.579,5050052,52,3231,3230
369013.7071,5032438.585,3232,Central,24,29-Aug-15,27-Aug-15,29-Aug-15,5,,THEFT<BICYCLE,Sandy Hill,Stolen,200,UNKNOWN,UNKNOWN,MOUNTAIN,UNISEX,White,1,369013.7071,5032438.585,5050052,52,3232,3231
367938.6397,5031987.914,3233,Central,24,1-Sep-15,30-Aug-15,30-Aug-15,1,Other Non-commercial/ Corporate Places/ GOVT BLDG,THEFT<BICYCLE,Sandy Hill,Stolen,750,GIANT,TCR,RACER,MEN'S,Black,20,367938.6397,5031987.914,5050054,54,3233,3232
368729.706,5032357.584,3234,Central,24,1-Sep-15,29-Aug-15,31-Aug-15,7,,THEFT<BICYCLE,Sandy Hill,Stolen,200,SUPERCYCLE,UNKNOWN,MOUNTAIN,UNISEX,Red,6,368729.706,5032357.584,5050051,51,3234,3233
368002.7049,5031904.581,3235,Central,24,1-Sep-15,1-Sep-15,,3,,THEFT<BICYCLE,Sandy Hill,Stolen,2100,NORCO,VPS BUZZ,MOUNTAIN,MEN'S,Grey,16,368002.7049,5031904.581,5050054,54,3235,3234
367921.7041,5032044.582,3236,Central,24,2-Sep-15,1-Sep-15,1-Sep-15,3,,THEFT<BICYCLE,Sandy Hill,Stolen,2300,SPECIALIZED,STUMPJUMPER HT,MOUNTAIN,MEN'S,Red,20,367921.7041,5032044.582,5050054,54,3236,3235
367921.7041,5032044.582,3237,Central,24,2-Sep-15,1-Sep-15,1-Sep-15,3,,THEFT<BICYCLE,Sandy Hill,Stolen,750,GHOST,UNKNOWN,MOUNTAIN,WOMEN'S,White,12,367921.7041,5032044.582,5050054,54,3237,3236
369295.7079,5032517.585,3238,Central,24,4-Sep-15,15-Aug-15,28-Aug-15,7,,THEFT<BICYCLE,Sandy Hill,Found,200,CCM,AVENUE 700 FS,HYBRID,UNISEX,Light Blue,21,369295.7079,5032517.585,5050052,52,3238,3237
368528.8285,5031906.694,3239,Central,24,7-Sep-15,4-Sep-15,7-Sep-15,6,,THEFT<BICYCLE,Sandy Hill,Stolen,550,BRC,UNKN,MOUNTAIN,MEN'S,Black,15,368528.8285,5031906.694,5050050,50,3239,3238
368933.7071,5032297.583,3240,Central,24,7-Sep-15,7-Sep-15,7-Sep-15,2,,THEFT<BICYCLE,Sandy Hill,Stolen,800,UNKNOWN,UNKNOWN,MOUNTAIN,MEN'S,"Purple, Lavender, Mauve, Red",24,368933.7071,5032297.583,5050051,51,3240,3239
368227.7049,5032046.582,3241,Central,24,8-Sep-15,8-Sep-15,8-Sep-15,3,Commercial Area /Shopping mall/ Cinema/Supermarket,THEFT<BICYCLE,Sandy Hill,Stolen,1200,SIRRUS,UNKNOWN,OTHER,MEN'S,Black,20,368227.7049,5032046.582,,,3241,3240
368930.7071,5032572.586,3242,Central,24,10-Sep-15,9-Sep-15,9-Sep-15,4,,THEFT<BICYCLE,Sandy Hill,Stolen,,RALEIGH,TRIUMPH,HYBRID,UNISEX,Blue,21,368930.7071,5032572.586,5050053,53,3242,3241
368185.7049,5032111.583,3243,Central,24,11-Sep-15,11-Sep-15,11-Sep-15,6,Commercial Area /Shopping mall/ Cinema/Supermarket,THEFT<BICYCLE,Sandy Hill,Stolen,700,DIAMONDBACK,UNKNOWN,RACER,MEN'S,"White, Blue",21,368185.7049,5032111.583,5050054,54,3243,3242
369279.7101,5031637.577,3244,Central,24,11-Sep-15,11-Sep-15,11-Sep-15,6,,THEFT<BICYCLE,Sandy Hill,Stolen,1200,GT KARAKORAM,UNKNOWN,MOUNTAIN,MEN'S,"Black, Gold",1,369279.7101,5031637.577,5050051,51,3244,3243
368528.8285,5031906.694,3245,Central,24,13-Sep-15,13-Sep-15,13-Sep-15,1,University /College/ Learning Centre,THEFT<BICYCLE,Sandy Hill,Recovered,550,NORCO,UNKNOWN,HYBRID,MEN'S,Black,21,368528.8285,5031906.694,5050050,50,3245,3244
368634.706,5032205.583,3246,Central,24,13-Sep-15,13-Sep-15,13-Sep-15,1,,THEFT<BICYCLE,Sandy Hill,Stolen,400,CCM,TORRENT,MOUNTAIN,WOMEN'S,Gold,21,368634.706,5032205.583,,,3246,3245
369128.7101,5031547.576,3247,Central,24,17-Sep-15,16-Sep-15,16-Sep-15,4,,THEFT<BICYCLE,Sandy Hill,Recovered,650,KHS,TJ50,MOUNTAIN,MEN'S,White,16,369128.7101,5031547.576,5050051,51,3247,3246
368227.7049,5032046.582,3248,Central,24,20-Sep-15,20-Sep-15,20-Sep-15,1,,THEFT<BICYCLE,Sandy Hill,Stolen,1700,MARIN,PORTAFINO,REGULAR,MEN'S,Blue,21,368227.7049,5032046.582,,,3248,3247
368227.7049,5032046.582,3249,Central,24,20-Sep-15,20-Sep-15,20-Sep-15,1,,THEFT<BICYCLE,Sandy Hill,Stolen,900,MARIN,PORTOFINO,OTHER,MEN'S,Blue,21,368227.7049,5032046.582,,,3249,3248
368227.7049,5032046.582,3250,Central,24,21-Sep-15,21-Sep-15,21-Sep-15,2,Public Facilities/ Museurm/ Gallery/ Libraries,THEFT<BICYCLE,Sandy Hill,Stolen,400,UNKNOWN,UNKNOWN,OTHER,MEN'S,Grey,0,368227.7049,5032046.582,,,3250,3249
369714.711,5031899.578,3251,Central,24,22-Sep-15,18-Sep-15,21-Sep-15,6,Dwelling Building/ House,THEFT<BICYCLE,Sandy Hill,Stolen,400,SCHWINN,COMFORT,MOUNTAIN,UNISEX,,18,369714.711,5031899.578,5050052,52,3251,3250
368636.8819,5031723.753,3252,Central,24,23-Sep-15,22-Sep-15,23-Sep-15,3,,THEFT<BICYCLE,Sandy Hill,Stolen,650,KONA,LANAI,MOUNTAIN,MEN'S,Grey,24,368636.8819,5031723.753,5050050,50,3252,3251
367921.7041,5032044.582,3253,Central,24,27-Sep-15,27-Sep-15,27-Sep-15,1,Commercial Dwelling Unit,THEFT<BICYCLE,Sandy Hill,Stolen,900,GIANT,ROAD RAPID 2,HYBRID,MEN'S,"Blue, White",21,367921.7041,5032044.582,5050054,54,3253,3252
369605.0,5031466.159,3254,Central,24,27-Sep-15,26-Sep-15,27-Sep-15,7,,THEFT<BICYCLE,Sandy Hill,Stolen,100,AVALON,UNKNOWN,TRICYCLE,CHILD'S,Blue,0,369605,5031466.159,5050014,14,3254,3253
369605.0,5031466.159,3255,Central,24,28-Sep-15,25-Sep-15,28-Sep-15,6,,THEFT<BICYCLE,Sandy Hill,Stolen,1200,DEVINCI,UNKNOWN,HYBRID,UNISEX,Blue,12,369605,5031466.159,5050014,14,3255,3254
368813.7071,5032223.583,3256,Central,24,29-Sep-15,25-Sep-15,29-Sep-15,6,,THEFT<BICYCLE,Sandy Hill,Stolen,400,CCM,UNKNOWN,MOUNTAIN,UNISEX,"White, Red",24,368813.7071,5032223.583,5050051,51,3256,3255
368528.8285,5031906.694,3257,Central,24,30-Sep-15,28-Sep-15,28-Sep-15,2,University /College/ Learning Centre,THEFT<BICYCLE,Sandy Hill,Stolen,500,SUPERCYCLE,UNKNOWN,REGULAR,MEN'S,"Silver, Aluminum, Stainless Steel, Red",1,368528.8285,5031906.694,5050050,50,3257,3256
368636.8819,5031723.753,3258,Central,24,1-Oct-15,29-Sep-15,1-Oct-15,3,,THEFT<BICYCLE,Sandy Hill,Stolen,500,PURE FIX,UNKNOWN,OTHER,MEN'S,Black,1,368636.8819,5031723.753,5050050,50,3258,3257
369254.7079,5032584.586,3259,Central,24,1-Oct-15,29-Sep-15,1-Oct-15,3,,THEFT<BICYCLE,Sandy Hill,Stolen,650,K2,UNKNOWN,REGULAR,MEN'S,Grey,21,369254.7079,5032584.586,5050052,52,3259,3258
368770.7071,5032290.584,3260,Central,24,1-Oct-15,1-Oct-15,1-Oct-15,5,,THEFT<BICYCLE,Sandy Hill,Stolen,124,SUPERCYCLE,1800,REGULAR,MEN'S,Red,0,368770.7071,5032290.584,5050051,51,3260,3259
368372.146,5031992.634,3261,Central,24,4-Oct-15,23-Sep-15,24-Sep-15,4,Commercial Dwelling Unit,THEFT<BICYCLE,Sandy Hill,Stolen,900,TREK,SUPERFLY 29ER,MOUNTAIN,MEN'S,"White, Red",30,368372.146,5031992.634,5050050,50,3261,3260
368690.706,5032425.585,3262,Central,24,14-Oct-15,14-Oct-15,14-Oct-15,4,Hospital/ Clinic/ Medical Services/ Pharmacy,THEFT<BICYCLE,Sandy Hill,Stolen,400,UNKNOWN,UNKNOWN,MOUNTAIN,MEN'S,"Yellow, Blue",21,368690.706,5032425.585,5050053,53,3262,3261
369296.709,5032126.581,3263,Central,24,15-Oct-15,15-Oct-15,15-Oct-15,5,,THEFT<BICYCLE,Sandy Hill,Stolen,600,KONA,FIRE MOUNTAIN,MOUNTAIN,MEN'S,White,24,369296.709,5032126.581,5050052,52,3263,3262
368850.7071,5032432.585,3264,Central,24,16-Oct-15,15-Oct-15,16-Oct-15,5,,THEFT<BICYCLE,Sandy Hill,Stolen,800,TREKK,7.100000,HYBRID,MEN'S,Black,27,368850.7071,5032432.585,5050051,51,3264,3263
369227.709,5032082.581,3265,Central,24,16-Oct-15,14-Oct-15,16-Oct-15,4,,THEFT<BICYCLE,Sandy Hill,Stolen,450,MARIN,UNKNOWN,HYBRID,WOMEN'S,Light Blue,10,369227.709,5032082.581,,,3265,3264
369173.7071,5032720.587,3266,Central,24,21-Oct-15,20-Oct-15,21-Oct-15,3,,THEFT<BICYCLE,Sandy Hill,Stolen,700,NORCO,UNKNOWN,HYBRID,WOMEN'S,White,0,369173.7071,5032720.587,5050053,53,3266,3265
369147.709,5032035.581,3267,Central,24,24-Oct-15,1-Oct-15,23-Oct-15,5,,THEFT<BICYCLE,Sandy Hill,Stolen,150,REEBOK,UNKNOWN,MOUNTAIN,WOMEN'S,Black,,369147.709,5032035.581,5050051,51,3267,3266
369094.709,5031761.578,3268,Central,24,8-Nov-15,6-Nov-15,8-Nov-15,6,,THEFT<BICYCLE,Sandy Hill,Recovered,,MONGOOSE,UNKNOWN,MOUNTAIN,UNISEX,"Red, White",3,369094.709,5031761.578,5050051,51,3268,3267
368534.706,5032050.582,3269,Central,24,20-Nov-15,20-Nov-15,20-Nov-15,6,University /College/ Learning Centre,THEFT<BICYCLE,Sandy Hill,Stolen,459.99,MARIN KENTFIELD,UNKNOWN,HYBRID,MEN'S,"Silver, Aluminum, Stainless Steel",18,368534.706,5032050.582,5050050,50,3269,3268
368552.4011,5032340.302,3270,Central,24,30-Nov-15,29-Nov-15,30-Nov-15,1,,THEFT<BICYCLE,Sandy Hill,Stolen,250,GIANT,BOULDER SPECIAL,MOUNTAIN,MEN'S,Red,1,368552.4011,5032340.302,5050051,51,3270,3269
368227.7049,5032046.582,3271,Central,24,25-Apr-16,25-Apr-16,25-Apr-16,2,Commercial Area /Shopping mall/ Cinema/Supermarket,THEFT<BICYCLE,Sandy Hill,Stolen,500,NORCO,SCRAMBLER,MOUNTAIN,MEN'S,White,21,368227.7049,5032046.582,,,3271,3270
368650.9929,5031860.482,3272,Central,24,27-Apr-16,27-Apr-16,27-Apr-16,4,,THEFT<BICYCLE,Sandy Hill,Stolen,250,UNKNOWN,UNKNOWN,MOUNTAIN,UNISEX,N/A,1,368650.9929,5031860.482,5050050,50,3272,3271
368227.7049,5032046.582,3273,Central,24,4-May-16,4-May-16,4-May-16,4,Commercial Area /Shopping mall/ Cinema/Supermarket,THEFT<BICYCLE,Sandy Hill,Stolen,2000,JAMIS,UNKOWN,MOUNTAIN,WOMEN'S,Light Blue,24,368227.7049,5032046.582,,,3273,3272
368771.706,5032570.586,3274,Central,24,12-May-16,12-May-16,12-May-16,5,,THEFT<BICYCLE,Lowertown,Recovered,200,NORCO,UNKNOWN,MOUNTAIN,MEN'S,Orange,18,368771.706,5032570.586,5050053,53,3274,3273
369227.709,5032082.581,3275,Central,24,16-May-16,13-May-16,15-May-16,6,,THEFT<BICYCLE,Sandy Hill,Stolen,600,G.T.,KARAKORAM,MOUNTAIN,MEN'S,"Black, Blue",27,369227.709,5032082.581,,,3275,3274
369013.7071,5032438.585,3276,Central,24,17-May-16,17-May-16,17-May-16,3,,THEFT<BICYCLE,Sandy Hill,Stolen,,UNKNOWN,UNKNOWN,MOUNTAIN,WOMEN'S,Black,7,369013.7071,5032438.585,5050052,52,3276,3275
368719.7071,5031903.58,3277,Central,24,20-May-16,20-May-16,,6,Commercial / Corporate Places,ATT/ACC IND LIFE,Sandy Hill,Other,,MOUNTAIN TOUR,ROAD RUNNER,MOUNTAIN,MEN'S,Red,12,368719.7071,5031903.58,5050050,50,3277,3276
368454.2729,5031858.951,3278,Central,24,22-May-16,22-May-16,22-May-16,1,,THEFT<BICYCLE,Sandy Hill,Stolen,200,SUPERCYCLE,UNKNOWN,MOUNTAIN,WOMEN'S,Red,21,368454.2729,5031858.951,5050050,50,3278,3277
368227.7049,5032046.582,3279,Central,24,23-May-16,22-May-16,22-May-16,1,Bridge/ Streets,THEFT<BICYCLE,Sandy Hill,Stolen,900,SPECIALIZED,ALLEZ,HYBRID,MEN'S,Black,18,368227.7049,5032046.582,,,3279,3278
368750.7079,5031694.578,3280,Central,24,26-May-16,21-May-16,21-May-16,7,,THEFT<BICYCLE,Sandy Hill,Stolen,300,KHS,URBAN XCAPE,HYBRID,MEN'S,Grey,,368750.7079,5031694.578,5050050,50,3280,3279
368227.7049,5032046.582,3281,Central,24,28-May-16,28-May-16,,7,Commercial Area /Shopping mall/ Cinema/Supermarket,THEFT<BICYCLE,Sandy Hill,Stolen,5000,CERVELO,UNKNOWN,OTHER,MEN'S,"Black, Red",0,368227.7049,5032046.582,,,3281,3280
369251.0929,5032860.42,3282,Central,24,29-May-16,29-May-16,29-May-16,1,Dwelling Building/ House,THEFT<BICYCLE,Lowertown,Stolen,600,LIVE-A-LIGHT,UNKNOWN,HYBRID,WOMEN'S,Green,21,369251.0929,5032860.42,5050052,52,3282,3281
369292.7079,5032791.587,3283,Central,24,31-May-16,29-May-16,31-May-16,1,,THEFT<BICYCLE,Sandy Hill,Stolen,800,NORCO,STORM 23,MOUNTAIN,MEN'S,Green,21,369292.7079,5032791.587,,,3283,3282
367921.7041,5032044.582,3284,Central,24,31-May-16,31-May-16,31-May-16,3,Commercial Area /Shopping mall/ Cinema/Supermarket,THEFT<BICYCLE,Sandy Hill,Recovered,300,KONA,UNKNOWN,MOUNTAIN,UNISEX,Grey,18,367921.7041,5032044.582,5050054,54,3284,3283
368341.18,5032120.449,3285,Central,24,1-Jun-16,1-Jun-16,1-Jun-16,4,Other Non-commercial/ Corporate Places/ GOVT BLDG,THEFT<BICYCLE,Sandy Hill,Stolen,1000,GT,AGGRESSOR,RACER,UNISEX,White,24,368341.18,5032120.449,5050054,54,3285,3284
368528.8285,5031906.694,3286,Central,24,3-Jun-16,3-Jun-16,3-Jun-16,6,University /College/ Learning Centre,THEFT<BICYCLE,Sandy Hill,Stolen,1500,TREK 2010,UNKNOWN,MOUNTAIN,MEN'S,"Red, Black",0,368528.8285,5031906.694,5050050,50,3286,3285
368185.7049,5032111.583,3287,Central,24,7-Jun-16,6-Jun-16,6-Jun-16,2,,THEFT<BICYCLE,Sandy Hill,Stolen,1000,DIAMONDBACK,UNKNOWN,MOUNTAIN,MEN'S,White,21,368185.7049,5032111.583,5050054,54,3287,3286
368341.18,5032120.449,3288,Central,24,9-Jun-16,9-Jun-16,9-Jun-16,5,Other Non-commercial/ Corporate Places/ GOVT BLDG,THEFT<BICYCLE,Sandy Hill,Stolen,1000,NORCO,MOUNTAINEER,MOUNTAIN,MEN'S,Green,7,368341.18,5032120.449,5050054,54,3288,3287
368294.803,5032090.741,3289,Central,24,9-Jun-16,9-Jun-16,9-Jun-16,5,Public Facilities/ Museurm/ Gallery/ Libraries,THEFT<BICYCLE,Sandy Hill,Stolen,600,TREK,7.2 FX,HYBRID,MEN'S,Black,24,368294.803,5032090.741,5050054,54,3289,3288
368634.706,5032205.583,3290,Central,24,10-Jun-16,9-Jun-16,10-Jun-16,5,Dwelling Building/ House,THEFT<BICYCLE,Sandy Hill,Stolen,900,MARIN,UNKNOWN,MOUNTAIN,MEN'S,Grey,21,368634.706,5032205.583,,,3290,3289
368227.7049,5032046.582,3291,Central,24,10-Jun-16,10-Jun-16,10-Jun-16,6,Public Facilities/ Museurm/ Gallery/ Libraries,THEFT<BICYCLE,Sandy Hill,Stolen,2000,CANNONDALE,QUICK CARBON,HYBRID,WOMEN'S,Black,10,368227.7049,5032046.582,,,3291,3290
368528.8285,5031906.694,3292,Central,24,13-Jun-16,13-Jun-16,13-Jun-16,2,University /College/ Learning Centre,THEFT<BICYCLE,Sandy Hill,Stolen,4000,ECLIPSE,KRONOS,TOURING,MEN'S,"Red, White",20,368528.8285,5031906.694,5050050,50,3292,3291
368416.706,5032256.584,3293,Central,24,13-Jun-16,13-Jun-16,13-Jun-16,2,,THEFT<BICYCLE,Sandy Hill,Stolen,500,HARDROCK,SPECIALIZED,MOUNTAIN,MEN'S,Orange,,368416.706,5032256.584,5050053,53,3293,3292
369037.7079,5032215.582,3294,Central,24,17-Jun-16,16-Jun-16,17-Jun-16,5,,THEFT<BICYCLE,Sandy Hill,Stolen,800,SPECIALIZED,DOLCE,RACER,WOMEN'S,White,,369037.7079,5032215.582,5050051,51,3294,3293
368807.7071,5032076.581,3295,Central,24,17-Jun-16,17-Jun-16,17-Jun-16,6,,THEFT<BICYCLE,Sandy Hill,Stolen,250,DEVINCI,COYOTE,MOUNTAIN,MEN'S,Red,24,368807.7071,5032076.581,5050051,51,3295,3294
368946.8317,5031553.624,3296,Central,24,17-Jun-16,17-Jun-16,17-Jun-16,6,,THEFT<BICYCLE,Sandy Hill,Stolen,400,SCHWINN,UNKNOWN,REGULAR,MEN'S,"White, Green",18,368946.8317,5031553.624,5050050,50,3296,3295
368528.8285,5031906.694,3297,Central,24,20-Jun-16,13-Jun-16,13-Jun-16,2,University /College/ Learning Centre,THEFT<BICYCLE,Sandy Hill,Stolen,600,MARIN,LARKSPUR CS1,HYBRID,UNISEX,Black,21,368528.8285,5031906.694,5050050,50,3297,3296
369338.7101,5031905.579,3298,Central,24,20-Jun-16,17-Jun-16,19-Jun-16,6,,THEFT<BICYCLE,Sandy Hill,Stolen,1500,GARY FISHER,UNKNOWN,MOUNTAIN,MEN'S,Red,10,369338.7101,5031905.579,5050051,51,3298,3297
368454.2729,5031858.951,3299,Central,24,21-Jun-16,21-Jun-16,21-Jun-16,3,,THEFT<BICYCLE,Sandy Hill,Stolen,,SUPERCYCLE,SC1800,REGULAR,UNISEX,"Red, White",0,368454.2729,5031858.951,5050050,50,3299,3298
369037.7079,5032215.582,3300,Central,24,23-Jun-16,23-Jun-16,23-Jun-16,5,,THEFT<BICYCLE,Sandy Hill,Stolen,200,DIDN'T KNOW,DIDN'T KNOW,REGULAR,WOMEN'S,White,1,369037.7079,5032215.582,5050051,51,3300,3299
369438.7079,5032787.587,3301,Central,24,23-Jun-16,22-Jun-16,23-Jun-16,4,Convenience Store / Chain Store/ Grocery Store/ Small Business,THEFT<BICYCLE,Sandy Hill,Stolen,250,NORCO,UNKNOWN,TOURING,WOMEN'S,Red,3,369438.7079,5032787.587,5050052,52,3301,3300
368002.7049,5031904.581,3302,Central,24,24-Jun-16,24-Jun-16,24-Jun-16,6,,THEFT<BICYCLE,Sandy Hill,Stolen,500,IRON HORSE,5.3 OR 5.5,MOUNTAIN,UNISEX,Grey,0,368002.7049,5031904.581,5050054,54,3302,3301
369128.7101,5031547.576,3303,Central,24,25-Jun-16,19-May-16,19-May-16,5,Commercial Area /Shopping mall/ Cinema/Supermarket,THEFT<BICYCLE,Sandy Hill,Stolen,650,G.T.,TRANSEO,HYBRID,WOMEN'S,"Red, White",21,369128.7101,5031547.576,5050051,51,3303,3302
368528.8285,5031906.694,3304,Central,24,25-Jun-16,24-Jun-16,25-Jun-16,6,University /College/ Learning Centre,THEFT<BICYCLE,Sandy Hill,Stolen,500,GIANT,UNKNOWN,HYBRID,WOMEN'S,Grey,24,368528.8285,5031906.694,5050050,50,3304,3303
368528.8285,5031906.694,3305,Central,24,27-Jun-16,23-Jun-16,23-Jun-16,5,University /College/ Learning Centre,THEFT<BICYCLE,Sandy Hill,Stolen,0,UNKNOWN,UNKNOWN,REGULAR,WOMEN'S,Blue,0,368528.8285,5031906.694,5050050,50,3305,3304
368454.2729,5031858.951,3306,Central,24,28-Jun-16,28-Jun-16,28-Jun-16,3,,THEFT<BICYCLE,Sandy Hill,Stolen,500,NORCO,YORKVILLE,HYBRID,MEN'S,Black,21,368454.2729,5031858.951,5050050,50,3306,3305
368636.8819,5031723.753,3307,Central,24,28-Jun-16,28-Jun-16,28-Jun-16,3,,THEFT<BICYCLE,Sandy Hill,Stolen,2500,GIANT,ADVANCE DEFY 2,RACER,MEN'S,Black,22,368636.8819,5031723.753,5050050,50,3307,3306
368665.7071,5031989.581,3308,Central,24,30-Jun-16,29-Jun-16,29-Jun-16,4,Church/ Synagogue/ Temple/Mosque/ Religious Institution,THEFT<BICYCLE,Sandy Hill,Stolen,649,SPECIALIZED,CROSS TRAIL,HYBRID,MEN'S,Black,24,368665.7071,5031989.581,5050050,50,3308,3307
